0,1,2,3,4
0.0072225893094451385,0.018944988841944014,0.022571149229886407,0.028622772576589208,0.03562374429631269
0.005856432780756068,0.015741484124664876,0.021365012262038373,0.028507705874783483,0.037138478321380515
0.005419882357549509,0.010057777068979883,0.014436542516131547,0.017790257575246663,0.022096989188400456
0.005545020745512755,0.008813893459604934,0.0148839388835709,0.021714763156141362,0.030037135197905702
0.004995841557940402,0.009094438208770494,0.012917711461629563,0.01808031352251763,0.024233721552233953
0.009104900615841335,0.026552211813120508,0.04274070951959978,0.054123572390673426,0.057293460747135594
0.006556540706212906,0.017760947556980947,0.018464732220634644,0.02550673747466447,0.030291618400418267
0.008860475586151662,0.026147486497804035,0.042658720477140415,0.058270016023073724,0.06348855515762496
0.009334388654471584,0.026736780763821685,0.030102137314976497,0.04155580024695768,0.042860911553020076
0.004450992034435763,0.012109782944332785,0.020322120703284652,0.029747273098651786,0.04015732381649857
0.007056627597077559,0.019864046308294424,0.029435134749013728,0.036433969878284164,0.04506903321759123
0.010907325317379339,0.02987048274987666,0.03172382692445376,0.047076065332634524,0.05079056916391961
0.004372683802841506,0.012572229627936984,0.02072943525687253,0.029525710476876143,0.03900977199080461
0.00665957680663662,0.01762921634775467,0.018890963508591853,0.025552847421295877,0.0314578040091874
0.008877351887515803,0.022824114728980768,0.024482279292595253,0.033608667713541755,0.03712215458669287
0.007744409887655985,0.022586865171958535,0.036200123104450095,0.04781701883512507,0.05080963847277296
0.008436149885596473,0.022590806682746406,0.030830072486684894,0.03737130202157965,0.04582291408554602
0.008247667935847731,0.022885709973231305,0.025019881147297286,0.03334622027883911,0.03951270705701325
0.008695579205827038,0.020245378329400945,0.025160183521507118,0.036838433575884726,0.04000834453463516
0.0030389906793645066,0.007341437975887458,0.014543076880589444,0.02301270365506292,0.03261139363838696
0.00607695351875726,0.017235537663183562,0.02694010459158697,0.03510891575516397,0.04302988161542046
0.00555903678814325,0.013207837654099353,0.01831803978532399,0.02533307390519162,0.0332732331349588
0.00505612966424104,0.014239153065798066,0.02173749085086048,0.025244576008488975,0.029440234921493294
0.006575734469996806,0.01885140041289916,0.029375729355855168,0.03670445699523132,0.04191665709151611
0.009794114437582756,0.028029914258976107,0.04373247742980138,0.053703414668930895,0.05876113146076405
0.00811707292358851,0.022637202959708294,0.03402781786158856,0.042219198909300315,0.05024954878282328
0.008342161213485766,0.02261430526401903,0.03278220030809979,0.04100070304903635,0.050331694491318586
0.005062895939978055,0.014603142127098913,0.023861929011328147,0.03363238161112353,0.04409150871345857
0.004803008835999533,0.009203416310339106,0.015139512373753586,0.022407924367823538,0.03070926751132764
0.004337382782238479,0.011496650075885007,0.018811065595001657,0.027573586421832,0.03735472090877479
0.005833744886678617,0.006304535289459139,0.013506747241247166,0.017571910908228794,0.023883815459707212
0.0046359452205440846,0.011786752762130811,0.017834845294703028,0.02566698389619113,0.034512336968272585
0.009226173906849038,0.025879227438791806,0.03646692860577947,0.039077393054129855,0.045232159576779694
0.005376405058844187,0.00883742128804384,0.013570251270931394,0.0189393750028014,0.02540703787266623
0.007330094372624335,0.02132240845154181,0.03386372036432689,0.03945655893679437,0.04467397036458155
0.005682602086506934,0.012086546322285414,0.017637671651215398,0.025037392105489296,0.033435512638283746
0.005043489130675008,0.009436542793338892,0.012706271320440917,0.016537649010749972,0.02147909092622156
0.007306030706056183,0.01863133895202824,0.020078809568921926,0.026975257869233025,0.03241079628400037
0.0038861685613375664,0.011794544324730817,0.02136640151196794,0.032178455905434195,0.04399174609158078
0.007380395265853059,0.021673826160779373,0.03501790538430234,0.04695471114678694,0.057448597536166136
0.007576168848546351,0.02158297964084371,0.03368846638370652,0.04160686499823437,0.04529719676791472
0.004470934299941954,0.012253053586722327,0.015697902341668298,0.019764353975582797,0.025114117471642564
0.005776851345197393,0.017070214957908163,0.027919372322278122,0.03829642077470068,0.0481330869008465
0.007654815427911832,0.02198796765822149,0.02450761569721667,0.03424905100698777,0.03637692514795012
0.007497401707819601,0.021257267113199113,0.03225677929010227,0.039800956102616546,0.04768053787937
