          -1.000000000000          -1165.926658170000          -1165.717506410000
          -0.998044965787          -1165.963281654863          -1165.754154970278
          -0.996089931574          -1166.000186573808          -1165.791085017702
          -0.994134897361          -1166.037352571658          -1165.828276193257
          -0.992179863148          -1166.074759293239          -1165.865708137931
          -0.990224828935          -1166.112386383375          -1165.903360492711
          -0.988269794721          -1166.150213486892          -1165.941212898584
          -0.986314760508          -1166.188220248615          -1165.979244996536
          -0.984359726295          -1166.226386313368          -1166.017436427554
          -0.982404692082          -1166.264691325976          -1166.055766832627
          -0.980449657869          -1166.303114931264          -1166.094215852740
          -0.978494623656          -1166.341636774057          -1166.132763128880
          -0.976539589443          -1166.380236499180          -1166.171388302034
          -0.974584555230          -1166.418893751458          -1166.210071013190
          -0.972629521017          -1166.457588175715          -1166.248790903335
          -0.970674486804          -1166.496299416777          -1166.287527613454
          -0.968719452590          -1166.535007119468          -1166.326260784536
          -0.966764418377          -1166.573690928613          -1166.364970057567
          -0.964809384164          -1166.612330489038          -1166.403635073534
          -0.962854349951          -1166.650905445566          -1166.442235473424
          -0.960899315738          -1166.689395443024          -1166.480750898225
          -0.958944281525          -1166.727780126235          -1166.519160988922
          -0.956989247312          -1166.766039140025          -1166.557445386503
          -0.955034213099          -1166.804152129219          -1166.595583731955
          -0.953079178886          -1166.842098738641          -1166.633555666265
          -0.951124144673          -1166.879858613116          -1166.671340830420
          -0.949169110459          -1166.917411397470          -1166.708918865407
          -0.947214076246          -1166.954736736526          -1166.746269412212
          -0.945259042033          -1166.991814275111          -1166.783372111823
          -0.943304007820          -1167.028623658048          -1166.820206605226
          -0.941348973607          -1167.065144530163          -1166.856752533409
          -0.939393939394          -1167.101356536281          -1166.892989537359
          -0.937438905181          -1167.137239321226          -1166.928897258062
          -0.935483870968          -1167.172772529824          -1166.964455336506
          -0.933528836755          -1167.207935806899          -1166.999643413676
          -0.931573802542          -1167.242708797276          -1167.034441130562
          -0.929618768328          -1167.277071145779          -1167.068828128148
          -0.927663734115          -1167.311002497235          -1167.102784047423
          -0.925708699902          -1167.344482496468          -1167.136288529373
          -0.923753665689          -1167.377490788303          -1167.169321214985
          -0.921798631476          -1167.410007017563          -1167.201861745246
          -0.919843597263          -1167.442010829076          -1167.233889761144
          -0.917888563050          -1167.473481867665          -1167.265384903664
          -0.915933528837          -1167.504399778154          -1167.296326813795
          -0.913978494624          -1167.534744205370          -1167.326695132522
          -0.912023460411          -1167.564495530564          -1167.356470237405
          -0.910068426197          -1167.593649478333          -1167.385647852389
          -0.908113391984          -1167.622216279851          -1167.414238210863
          -0.906158357771          -1167.650206735197          -1167.442252115238
          -0.904203323558          -1167.677631644450          -1167.469700367923
          -0.902248289345          -1167.704501807689          -1167.496593771328
          -0.900293255132          -1167.730828024994          -1167.522943127863
          -0.898338220919          -1167.756621096443          -1167.548759239936
          -0.896383186706          -1167.781891822117          -1167.574052909958
          -0.894428152493          -1167.806651002093          -1167.598834940339
          -0.892473118280          -1167.830909436452          -1167.623116133486
          -0.890518084066          -1167.854677925271          -1167.646907291812
          -0.888563049853          -1167.877967268631          -1167.670219217724
          -0.886608015640          -1167.900788266611          -1167.693062713633
          -0.884652981427          -1167.923151719290          -1167.715448581948
          -0.882697947214          -1167.945068426747          -1167.737387625079
          -0.880742913001          -1167.966549189060          -1167.758890645435
          -0.878787878788          -1167.987604806310          -1167.779968445426
          -0.876832844575          -1168.008246078576          -1167.800631827462
          -0.874877810362          -1168.028483805937          -1167.820891593952
          -0.872922776149          -1168.048328788471          -1167.840758547306
          -0.870967741935          -1168.067791826258          -1167.860243489934
          -0.869012707722          -1168.086883719378          -1167.879357224244
          -0.867057673509          -1168.105615267909          -1167.898110552647
          -0.865102639296          -1168.123997271930          -1167.916514277552
          -0.863147605083          -1168.142040531521          -1167.934579201369
          -0.861192570870          -1168.159755846761          -1167.952316126507
          -0.859237536657          -1168.177154017729          -1167.969735855376
          -0.857282502444          -1168.194245844505          -1167.986849190386
          -0.855327468231          -1168.211042127166          -1168.003666933947
          -0.853372434018          -1168.227553665793          -1168.020199888467
          -0.851417399804          -1168.243791260466          -1168.036458856356
          -0.849462365591          -1168.259765711261          -1168.052454640025
          -0.847507331378          -1168.275487818260          -1168.068198041882
          -0.845552297165          -1168.290968381542          -1168.083699864337
          -0.843597262952          -1168.306218201184          -1168.098970909801
          -0.841642228739          -1168.321248077268          -1168.114021980681
          -0.839687194526          -1168.336068809871          -1168.128863879389
          -0.837732160313          -1168.350691199073          -1168.143507408334
          -0.835777126100          -1168.365126044953          -1168.157963369925
          -0.833822091887          -1168.379384147591          -1168.172242566571
          -0.831867057674          -1168.393476307064          -1168.186355800683
          -0.829912023460          -1168.407413323454          -1168.200313874670
          -0.827956989247          -1168.421205996838          -1168.214127590942
          -0.826001955034          -1168.434865127148          -1168.227807751760
          -0.824046920821          -1168.448399468018          -1168.241363112786
          -0.822091886608          -1168.461810587382          -1168.254795242924
          -0.820136852395          -1168.475098476763          -1168.268104134430
          -0.818181818182          -1168.488263127679          -1168.281289779559
          -0.816226783969          -1168.501304531650          -1168.294352170567
          -0.814271749756          -1168.514222680196          -1168.307291299709
          -0.812316715543          -1168.527017564837          -1168.320107159240
          -0.810361681329          -1168.539689177094          -1168.332799741416
          -0.808406647116          -1168.552237508486          -1168.345369038494
          -0.806451612903          -1168.564662550534          -1168.357815042727
          -0.804496578690          -1168.576964294756          -1168.370137746371
          -0.802541544477          -1168.589142732674          -1168.382337141682
          -0.800586510264          -1168.601197855807          -1168.394413220916
          -0.798631476051          -1168.613129655675          -1168.406365976328
          -0.796676441838          -1168.624938123799          -1168.418195400173
          -0.794721407625          -1168.636623251697          -1168.429901484707
          -0.792766373412          -1168.648185030890          -1168.441484222184
          -0.790811339198          -1168.659623452899          -1168.452943604862
          -0.788856304985          -1168.670938509243          -1168.464279624995
          -0.786901270772          -1168.682130191442          -1168.475492274839
          -0.784946236559          -1168.693198491015          -1168.486581546649
          -0.782991202346          -1168.704143399484          -1168.497547432680
          -0.781036168133          -1168.714964908368          -1168.508389925189
          -0.779081133920          -1168.725663009187          -1168.519109016430
